
The	171 504 191 521	612 792	none
News	195 504 224 521	612 792	none
-	127 533 131 550	612 792	none
Fishing,	134 533 176 550	612 792	none
playing	180 533 218 550	612 792	none
chess.	222 533 253 550	612 792	none
-	127 561 131 578	612 792	none
Swimming.	134 561 194 578	612 792	none
7.	90 590 99 608	612 792	none
Target	102 590 140 608	612 792	none
-	127 618 131 635	612 792	none
Have	134 618 162 635	612 792	none
a	165 618 171 635	612 792	none
stable	174 618 204 635	612 792	none
job	207 618 224 635	612 792	none
with	227 618 250 635	612 792	none
high	254 618 277 635	612 792	none
salary	280 618 311 635	612 792	none
and	314 618 333 635	612 792	none
be	336 618 349 635	612 792	none
able	352 618 373 635	612 792	none
to	377 618 387 635	612 792	none
get	390 618 406 635	612 792	none
promotion.	409 618 467 635	612 792	none
-	127 646 131 664	612 792	none
Be	134 646 149 664	612 792	none
successful	152 646 205 664	612 792	none
in	209 646 219 664	612 792	none
my	222 646 239 664	612 792	none
own	242 646 264 664	612 792	none
career.	267 646 302 664	612 792	none
Sơ	271 698 290 717	612 792	none
yếu	294 698 319 717	612 792	none
lý	324 698 337 717	612 792	none
lịch	341 698 367 717	612 792	none
2	316 740 322 756	612 792	none

1.	90 70 99 88	612 792	none
Thông	102 70 138 88	612 792	none
tin	142 70 157 88	612 792	none
cá	160 70 172 88	612 792	none
nhân	176 70 204 88	612 792	none
-	127 98 131 115	612 792	none
Họ	134 100 150 115	612 792	none
và	153 100 165 115	612 792	none
tên:	169 98 188 115	612 792	none
*********	192 98 250 115	612 792	none
Tưởng	253 100 288 115	612 792	none
-	127 127 131 144	612 792	none
Ngày	134 127 162 144	612 792	none
sinh:	165 127 191 144	612 792	none
08/05/1986	194 127 253 144	612 792	none
-	127 155 131 172	612 792	none
Nơi	134 157 154 171	612 792	none
sinh:	157 155 183 171	612 792	none
*********	186 155 244 172	612 792	none
-	127 183 131 201	612 792	none
Tình	134 185 159 200	612 792	none
trạng	162 185 189 200	612 792	none
hôn	192 185 211 200	612 792	none
nhân:	215 183 244 200	612 792	none
Độc	247 185 268 200	612 792	none
thân	272 185 294 200	612 792	none
-	128 212 133 229	612 792	none
Địa	136 214 155 228	612 792	none
chỉ:	158 212 177 228	612 792	none
thôn	181 214 204 228	612 792	none
Tiên	207 214 231 228	612 792	none
Thọ,	234 212 258 228	612 792	none
xã	262 212 274 229	612 792	none
Tiên	277 214 301 228	612 792	none
Động,	304 212 337 228	612 792	none
huyện	340 214 371 228	612 792	none
Tứ	375 214 390 228	612 792	none
Kỳ,	393 212 412 228	612 792	none
tỉnh	165 232 185 246	612 792	none
*********	188 230 247 247	612 792	none
-	127 254 131 271	612 792	none
Điện	134 256 159 270	612 792	none
thoại:	163 254 192 270	612 792	none
*********	196 254 254 271	612 792	none
-	127 282 131 299	612 792	none
Địa	134 284 153 299	612 792	none
chỉ	156 284 172 299	612 792	none
Email:	175 282 210 299	612 792	none
*********	213 282 272 299	612 792	none
2.	90 311 99 329	612 792	none
Quá	102 313 126 327	612 792	none
trình	129 313 158 327	612 792	none
học	161 313 180 327	612 792	none
tập	184 313 202 327	612 792	none
Thứ	141 348 165 362	612 792	none
tự	168 348 180 362	612 792	none
Thời	225 348 252 362	612 792	none
gian	255 348 279 362	612 792	none
Tên	356 348 378 362	612 792	none
trường	381 348 420 362	612 792	none
Khoa	495 346 525 364	612 792	none
12000-2002	157 380 256 398	612 792	none
Trung	316 382 347 397	612 792	none
học	353 382 372 397	612 792	none
phổ	378 382 398 397	612 792	none
thông	404 382 434 397	612 792	none
Cầu	440 382 461 397	612 792	none
Học	472 382 493 397	612 792	none
sinh	496 382 518 397	612 792	none
Xe	316 403 331 420	612 792	none
202/*********/2007Nghĩa	157 438 347 454	612 792	none
vụ	350 440 363 454	612 792	none
quân	367 440 392 454	612 792	none
sự	395 440 407 454	612 792	none
3*********	157 473 258 490	612 792	none
ĐạihọcKỹthuậtcôngKỹsưKỹ	316 475 549 489	612 792	none
nghiệp	316 497 351 512	612 792	none
*********	354 495 412 512	612 792	none
Thuật	472 497 502 512	612 792	none
Cơ	505 497 521 512	612 792	none
Khí	524 497 543 512	612 792	none
3.	90 530 99 548	612 792	none
Kỹ	102 532 119 547	612 792	none
năng	122 532 150 547	612 792	none
Thứ	141 596 165 610	612 792	none
tự	168 596 180 610	612 792	none
Kỹ	265 596 281 610	612 792	none
năng	285 596 312 610	612 792	none
Cấp	433 596 456 610	612 792	none
độ	459 596 473 610	612 792	none
1KỹnăngmáyAuto	158 628 320 645	612 792	none
CAD	323 628 351 646	612 792	none
Thành	385 630 418 645	612 792	none
thạo	421 630 443 645	612 792	none
tính	203 651 223 668	612 792	none
3	316 740 322 756	612 792	none

MicrosoftKhá	294 76 406 93	612 792	none
Word,	294 99 327 116	612 792	none
Exel	330 99 354 116	612 792	none
2Ngôn	158 133 232 150	612 792	none
ngữ	235 136 255 150	612 792	none
Tiếng	294 136 324 150	612 792	none
Việt	328 136 350 150	612 792	none
Tiếng	385 136 415 150	612 792	none
mẹ	418 136 434 150	612 792	none
đẻ	437 136 450 150	612 792	none
Tiếng	294 185 324 200	612 792	none
Anh	328 185 350 200	612 792	none
Giao	385 185 410 200	612 792	none
tiếp	413 185 433 200	612 792	none
4.	90 247 99 265	612 792	none
Kinh	102 249 131 264	612 792	none
nghiệm	134 249 175 264	612 792	none
làm	178 249 199 264	612 792	none
việc	202 249 224 264	612 792	none
-	90 275 94 292	612 792	none
Từ	97 277 112 292	612 792	none
02/2012	115 275 158 292	612 792	none
–	161 277 168 292	612 792	none
04/2012:	171 275 217 292	612 792	none
Thực	220 277 248 292	612 792	none
tập	251 277 267 292	612 792	none
sinh	270 277 292 292	612 792	none
tại	295 277 308 292	612 792	none
công	311 277 336 292	612 792	none
ty	340 277 350 292	612 792	none
LILAMA	353 275 404 292	612 792	none
*********	407 275 465 292	612 792	none
Tính	469 275 495 293	612 792	none
cách	499 275 524 293	612 792	none
-	124 304 128 322	612 792	none
Chăm	131 306 162 320	612 792	none
chỉ,	165 304 185 320	612 792	none
nhiệt	188 304 214 320	612 792	none
tình,	217 304 241 320	612 792	none
tự	244 306 255 320	612 792	none
tin	258 306 272 320	612 792	none
-	124 332 128 349	612 792	none
Có	132 332 147 348	612 792	none
ý	150 334 156 348	612 792	none
thức	160 334 183 348	612 792	none
trách	186 334 212 348	612 792	none
nhiệm,	215 332 251 348	612 792	none
giao	254 334 277 348	612 792	none
tiếp	280 334 299 348	612 792	none
tốt	303 334 316 348	612 792	none
-	126 360 130 378	612 792	none
Thích	133 363 163 377	612 792	none
nghi	167 363 190 377	612 792	none
với	193 363 210 377	612 792	none
hoàn	213 363 238 377	612 792	none
cảnh,	242 360 270 377	612 792	none
có	273 363 285 377	612 792	none
năng	288 363 314 377	612 792	none
lực	317 363 333 377	612 792	none
tập	336 363 352 377	612 792	none
trung	356 363 383 377	612 792	none
và	386 363 399 377	612 792	none
làm	402 363 421 377	612 792	none
việc	424 363 446 377	612 792	none
dưới	449 363 473 377	612 792	none
áp	477 363 489 377	612 792	none
lực	492 363 509 377	612 792	none
cao	512 363 530 377	612 792	none
-	124 389 128 406	612 792	none
Có	131 391 146 405	612 792	none
năng	150 391 175 405	612 792	none
lực	178 391 194 405	612 792	none
phân	198 391 223 405	612 792	none
tích,	226 391 249 405	612 792	none
đánh	252 391 278 405	612 792	none
giá	281 391 297 405	612 792	none
và	300 391 312 405	612 792	none
giải	316 391 335 405	612 792	none
quyết	338 391 367 405	612 792	none
vấn	370 391 389 405	612 792	none
đề.	392 389 408 405	612 792	none
6.	90 410 99 428	612 792	none
Sở	102 412 117 427	612 792	none
thích	120 412 148 427	612 792	none
-	127 438 131 455	612 792	none
Xem	134 440 159 455	612 792	none
thời	163 440 183 455	612 792	none
sự.	186 440 202 455	612 792	none
-	127 467 131 484	612 792	none
Câu	134 469 155 483	612 792	none
cá,	158 469 173 483	612 792	none
chơi	176 469 199 483	612 792	none
cờ.	202 469 218 483	612 792	none
-	127 495 131 512	612 792	none
Bơi	134 497 153 512	612 792	none
lội.	157 495 173 512	612 792	none
7.	90 524 99 542	612 792	none
Mục	102 526 128 540	612 792	none
tiêu	131 526 152 540	612 792	none
-	127 552 131 569	612 792	none
Có	134 554 149 568	612 792	none
công	153 554 178 568	612 792	none
việc	181 554 203 568	612 792	none
ổn	206 554 219 568	612 792	none
định,	222 554 248 568	612 792	none
thu	252 554 268 568	612 792	none
nhập	272 554 297 568	612 792	none
cao	300 554 318 568	612 792	none
và	321 554 334 568	612 792	none
cơ	337 554 350 568	612 792	none
hội	353 554 369 568	612 792	none
thăng	373 554 402 568	612 792	none
tiến	405 554 424 568	612 792	none
-	127 580 131 598	612 792	none
*********	134 580 193 598	612 792	none
trong	196 583 223 597	612 792	none
sự	227 583 239 597	612 792	none
nghiệp.	242 580 281 597	612 792	none
4	316 740 322 756	612 792	none

Huyen	361 57 399 72	595 842	none
Ton	402 57 424 72	595 842	none
Nu	427 57 444 72	595 842	none
Thuy	447 57 477 72	595 842	none
Thanh	480 57 516 72	595 842	none
Vy	519 57 535 72	595 842	none
B502	268 72 298 85	595 842	none
Splendor	301 72 350 85	595 842	none
Apartment	354 72 413 85	595 842	none
19	416 72 430 85	595 842	none
Nguyen	434 72 478 85	595 842	none
Van	482 72 504 85	595 842	none
Dung	507 72 538 85	595 842	none
Ward	229 85 259 98	595 842	none
6	263 85 270 98	595 842	none
Go	273 85 290 98	595 842	none
Vap	294 85 316 98	595 842	none
District	319 85 361 98	595 842	none
Dear	56 149 83 162	595 842	none
Sir	87 149 102 162	595 842	none
or	106 149 117 162	595 842	none
Madam,	121 149 167 162	595 842	none
I	56 178 61 191	595 842	none
am	66 178 84 191	595 842	none
writing	89 178 129 191	595 842	none
to	135 178 145 191	595 842	none
apply	151 178 181 191	595 842	none
for	187 178 203 191	595 842	none
the	209 178 226 191	595 842	none
position	231 178 276 191	595 842	none
of	281 178 293 191	595 842	none
Senior	299 177 335 191	595 842	none
HR	340 178 360 191	595 842	none
Manager	365 178 415 191	595 842	none
available	421 178 471 191	595 842	none
vacancy	476 178 521 191	595 842	none
in	527 178 538 191	595 842	none
your	56 191 82 204	595 842	none
esteem	86 191 125 204	595 842	none
company.	129 191 183 204	595 842	none
I	187 191 191 204	595 842	none
am	196 191 213 204	595 842	none
ready	217 191 248 204	595 842	none
for	252 191 268 204	595 842	none
relocating	273 191 328 204	595 842	none
and	332 191 353 204	595 842	none
available	357 191 407 204	595 842	none
upon	411 191 439 204	595 842	none
confirmation.	443 191 518 204	595 842	none
As	522 191 537 204	595 842	none
you	56 204 77 217	595 842	none
will	83 204 105 217	595 842	none
see	110 204 128 217	595 842	none
in	134 204 145 217	595 842	none
my	151 204 169 217	595 842	none
CV,	175 204 197 217	595 842	none
I	202 204 206 217	595 842	none
am	212 204 229 217	595 842	none
44	235 204 249 217	595 842	none
years	255 204 285 217	595 842	none
old.	291 204 312 217	595 842	none
I	318 204 322 217	595 842	none
graduated	328 204 383 217	595 842	none
from	389 204 416 217	595 842	none
Science	422 204 465 217	595 842	none
Society	471 204 512 217	595 842	none
and	518 204 538 217	595 842	none
Humanities	56 217 121 230	595 842	none
University	127 217 185 230	595 842	none
since	191 217 220 230	595 842	none
1996.	226 217 257 230	595 842	none
I	263 217 268 230	595 842	none
have	273 217 299 230	595 842	none
ever	305 217 329 230	595 842	none
worked	335 217 376 230	595 842	none
as	382 217 394 230	595 842	none
Secretary	399 217 451 230	595 842	none
to	457 217 468 230	595 842	none
Director	474 217 520 230	595 842	none
of	526 217 537 230	595 842	none
Taiwan	56 230 96 242	595 842	none
Company	100 230 154 242	595 842	none
after	158 230 184 242	595 842	none
graduating.	188 230 251 242	595 842	none
Then	256 230 284 242	595 842	none
I	288 230 293 242	595 842	none
recognized	297 230 358 242	595 842	none
that	362 230 383 242	595 842	none
I	388 230 392 242	595 842	none
could	397 230 428 242	595 842	none
be	432 230 445 242	595 842	none
suitable	449 230 493 242	595 842	none
for	497 230 513 242	595 842	none
HR	518 230 537 242	595 842	none
fieldthanever,IselectedHumanResourcesDepartmentasmyfavoritecareer	56 242 538 255	595 842	none
objective.	56 255 110 268	595 842	none
I	114 255 119 268	595 842	none
have	122 255 148 268	595 842	none
nearly	152 255 187 268	595 842	none
18	191 255 205 268	595 842	none
years	208 255 238 268	595 842	none
experiences	241 255 307 268	595 842	none
in	311 255 322 268	595 842	none
Human	325 255 367 268	595 842	none
resources	370 255 423 268	595 842	none
area	427 255 450 268	595 842	none
which	454 255 487 268	595 842	none
includes	491 255 538 268	595 842	none
7	56 268 63 281	595 842	none
years	68 268 97 281	595 842	none
as	102 268 113 281	595 842	none
HR	118 268 137 281	595 842	none
Administration	141 268 226 281	595 842	none
Senior	230 268 265 281	595 842	none
Officer,	270 268 313 281	595 842	none
HR	317 268 337 281	595 842	none
Assistant	341 268 391 281	595 842	none
Manager	396 268 446 281	595 842	none
and	450 268 470 281	595 842	none
11	475 268 488 281	595 842	none
years	492 268 522 281	595 842	none
as	526 268 538 281	595 842	none
HR	56 281 76 293	595 842	none
Manager	81 281 131 293	595 842	none
at	136 281 146 293	595 842	none
Singapore,	151 281 210 293	595 842	none
Japanese,German,	215 281 322 293	595 842	none
Malaysiaand	327 281 404 293	595 842	none
US	409 281 426 293	595 842	none
Companies.	431 281 497 293	595 842	none
I	502 281 507 293	595 842	none
have	512 281 538 293	595 842	none
been	56 293 83 306	595 842	none
worked	86 293 128 306	595 842	none
for	131 293 147 306	595 842	none
many	151 293 182 306	595 842	none
industries	186 293 240 306	595 842	none
such	244 293 269 306	595 842	none
as	273 293 284 306	595 842	none
manufacturing,	288 293 373 306	595 842	none
insurance/	376 293 434 306	595 842	none
broking	437 293 481 306	595 842	none
(financial	484 293 538 306	595 842	none
services),automotive(trading),hospital(healthcare).Thejob,therefore,required	56 306 538 319	595 842	none
good	56 319 84 332	595 842	none
problem	88 319 134 332	595 842	none
solving	138 319 178 332	595 842	none
and	182 319 202 332	595 842	none
people	206 319 242 332	595 842	none
skills	246 319 275 332	595 842	none
to	279 319 290 332	595 842	none
provide	293 319 335 332	595 842	none
a	339 319 345 332	595 842	none
good	349 319 376 332	595 842	none
communication	380 319 467 332	595 842	none
between	470 319 517 332	595 842	none
the	520 319 537 332	595 842	none
Company	56 332 110 344	595 842	none
Management	114 332 187 344	595 842	none
and	191 332 211 344	595 842	none
staffs,	214 332 248 344	595 842	none
I	252 332 256 344	595 842	none
strongly	260 332 306 344	595 842	none
believe	310 332 349 344	595 842	none
that	353 332 374 344	595 842	none
I	378 332 383 344	595 842	none
am	386 332 403 344	595 842	none
familiar	407 332 451 344	595 842	none
with	455 332 480 344	595 842	none
the	483 332 500 344	595 842	none
duties	504 332 538 344	595 842	none
of	56 344 68 357	595 842	none
HR	74 344 93 357	595 842	none
and	99 344 119 357	595 842	none
Administration	124 344 209 357	595 842	none
as	214 344 226 357	595 842	none
well	232 344 255 357	595 842	none
as	261 344 273 357	595 842	none
meet	278 344 306 357	595 842	none
your	311 344 337 357	595 842	none
expectations.	342 344 416 357	595 842	none
I	421 344 426 357	595 842	none
am	432 344 449 357	595 842	none
confident	454 344 507 357	595 842	none
with	513 344 537 357	595 842	none
enthusiasm	56 357 119 370	595 842	none
and	123 357 143 370	595 842	none
sincere	147 357 186 370	595 842	none
effort;	190 357 224 370	595 842	none
I	228 357 233 370	595 842	none
can	236 357 255 370	595 842	none
make	259 357 289 370	595 842	none
a	293 357 299 370	595 842	none
positive	303 357 346 370	595 842	none
contribution	350 357 418 370	595 842	none
to	421 357 432 370	595 842	none
your	436 357 461 370	595 842	none
organization.	465 357 538 370	595 842	none
I	56 370 61 383	595 842	none
would	67 370 101 383	595 842	none
appreciate	107 370 164 383	595 842	none
your	170 370 195 383	595 842	none
giving	201 370 237 383	595 842	none
me	242 370 259 383	595 842	none
the	265 370 282 383	595 842	none
opportunity	288 370 353 383	595 842	none
to	358 370 369 383	595 842	none
discuss	375 370 415 383	595 842	none
my	421 370 439 383	595 842	none
qualifications	445 370 521 383	595 842	none
in	527 370 538 383	595 842	none
comeforaninterviewatyourconvenience.	228 383 483 395	595 842	none
Icanbe	488 383 537 395	595 842	none
m	221 408 232 421	595 842	none
you	236 408 257 421	595 842	none
soon.	260 408 290 421	595 842	none
Yours	56 421 89 434	595 842	none
truly,	93 421 122 434	595 842	none
Huyen	56 459 94 472	595 842	none
Ton	97 459 117 472	595 842	none
Nu	121 459 138 472	595 842	none
Thuy	141 459 170 472	595 842	none
Thanh	174 459 209 472	595 842	none
Vy	212 459 229 472	595 842	none
CURRICULUM	191 694 332 712	595 842	none
VITAE	337 694 399 712	595 842	none
A.	56 730 72 745	595 842	none
PERSONAL	76 730 163 745	595 842	none
DATA:	167 730 215 745	595 842	none
Full	56 756 76 767	595 842	none
name:	79 756 108 767	595 842	none
HUYEN	111 756 153 767	595 842	none
TON	156 756 180 767	595 842	none
NU	183 756 200 767	595 842	none
THUY	203 756 235 767	595 842	none
THANH	238 756 279 767	595 842	none
VY	282 756 300 767	595 842	none
(WINDY)	303 756 352 767	595 842	none
Date	56 767 79 778	595 842	none
of	82 767 92 778	595 842	none
birth:	95 767 121 778	595 842	none
July	124 767 144 778	595 842	none
17,	147 767 162 778	595 842	none
1974	165 767 189 778	595 842	none

B.	56 143 71 158	595 842	none
EDUCATIONAL	75 143 194 158	595 842	none
BACKGROUND:	198 143 320 158	595 842	none
1992-1996:	56 169 112 180	595 842	none
University	116 169 166 180	595 842	none
of	170 169 180 180	595 842	none
Social	184 169 213 180	595 842	none
Sciences	217 169 258 180	595 842	none
and	262 169 279 180	595 842	none
Humanities	283 169 338 180	595 842	none
BA	342 169 358 180	595 842	none
Degree	361 169 396 180	595 842	none
in	400 169 409 180	595 842	none
Oriental	413 169 452 180	595 842	none
Studies;	456 169 494 180	595 842	none
2009	498 169 522 180	595 842	none
–	526 169 538 180	595 842	none
2012:	56 180 84 191	595 842	none
University	87 180 137 191	595 842	none
of	140 180 150 191	595 842	none
Law	153 180 174 191	595 842	none
(pending)	177 180 223 191	595 842	none
2	226 180 232 191	595 842	none
nd	235 180 247 191	595 842	none
Degree	250 180 285 191	595 842	none
in	288 180 297 191	595 842	none
Law	300 180 321 191	595 842	none
OTHER	56 202 107 214	595 842	none
TRAINING	110 202 182 214	595 842	none
COURSE:	185 202 248 214	595 842	none
1997:	56 225 84 236	595 842	none
Pedagogy	87 225 134 236	595 842	none
University	137 225 187 236	595 842	none
National	190 225 231 236	595 842	none
Certificate	234 225 284 236	595 842	none
of	287 225 297 236	595 842	none
level	300 225 323 236	595 842	none
C	326 225 333 236	595 842	none
in	336 225 346 236	595 842	none
English	349 225 385 236	595 842	none
(Advanced)	388 225 444 236	595 842	none
1997:	56 236 84 247	595 842	none
Pedagogy	87 236 134 247	595 842	none
University	138 236 188 247	595 842	none
National	192 236 233 247	595 842	none
Certificate	237 236 287 247	595 842	none
of	290 236 300 247	595 842	none
level	304 236 327 247	595 842	none
C	331 236 338 247	595 842	none
in	342 236 351 247	595 842	none
Chinese/	355 236 396 247	595 842	none
Mandarin	400 236 447 247	595 842	none
(Advanced)	450 236 507 247	595 842	none
1998:	510 236 538 247	595 842	none
Fosco	56 247 85 258	595 842	none
Center	88 247 119 258	595 842	none
Chief/	122 247 152 258	595 842	none
Assistant	155 247 198 258	595 842	none
Chief	201 247 227 258	595 842	none
Rep.	230 247 253 258	595 842	none
Office	256 247 286 258	595 842	none
2009:	56 258 84 269	595 842	none
VJCC	74 269 121 284	595 842	none
+	56 284 63 295	595 842	none
BSC	66 284 87 295	595 842	none
(Balance	90 284 131 295	595 842	none
Scorecard	135 284 181 295	595 842	none
application	185 284 237 295	595 842	none
into	240 284 259 295	595 842	none
HR	262 284 279 295	595 842	none
Management	282 284 344 295	595 842	none
and	347 284 365 295	595 842	none
Development)	368 284 435 295	595 842	none
+	56 295 63 306	595 842	none
Services	66 295 105 306	595 842	none
Marketing	108 295 158 306	595 842	none
during	161 295 193 306	595 842	none
the	196 295 210 306	595 842	none
alternative	213 295 264 306	595 842	none
circumstances	267 295 334 306	595 842	none
(from	338 295 365 306	595 842	none
goods	368 295 396 306	595 842	none
to	399 295 409 306	595 842	none
services)	412 295 454 306	595 842	none
VITC	74 305 120 320	595 842	none
+	56 320 63 331	595 842	none
Professional	66 320 125 331	595 842	none
Communication	128 320 204 331	595 842	none
&	208 320 217 331	595 842	none
Sales	220 320 244 331	595 842	none
Skill	247 320 269 331	595 842	none
2010	56 342 80 353	595 842	none
JOHN	74 353 123 368	595 842	none
ROBERT	126 357 172 368	595 842	none
POWER	175 357 217 368	595 842	none
&	220 357 229 368	595 842	none
DALE	232 357 264 368	595 842	none
CARNEGIE	267 357 327 368	595 842	none
+	56 368 63 379	595 842	none
Maximizing	66 368 124 379	595 842	none
Success	128 368 165 379	595 842	none
Potential	168 368 210 379	595 842	none
Through	213 368 254 379	595 842	none
Increasing	257 368 307 379	595 842	none
Networking	310 368 366 379	595 842	none
IQ	369 368 382 379	595 842	none
Workshop	385 368 434 379	595 842	none
VJCC	74 379 121 393	595 842	none
+	56 393 63 404	595 842	none
Designing	66 393 115 404	595 842	none
and	118 393 135 404	595 842	none
Managing	139 393 187 404	595 842	none
Salary	190 393 220 404	595 842	none
&	223 393 232 404	595 842	none
Benefit	235 393 270 404	595 842	none
PACE	74 404 121 419	595 842	none
+	56 419 63 430	595 842	none
Finance	66 419 104 430	595 842	none
for	107 419 121 430	595 842	none
Leaders	124 419 162 430	595 842	none
+	56 430 63 441	595 842	none
Balance	66 430 104 441	595 842	none
Scorecard	107 430 154 441	595 842	none
SMART	74 441 133 455	595 842	none
TRAIN	135 445 171 456	595 842	none
+	56 456 63 469	595 842	none
Budget	66 459 100 469	595 842	none
organizing	103 459 154 469	595 842	none
and	157 459 174 469	595 842	none
planning	177 459 219 469	595 842	none
UNITY	74 469 129 484	595 842	none
INSTITUTE	132 473 191 484	595 842	none
+	56 484 63 495	595 842	none
Undress	66 484 105 495	595 842	none
the	108 484 123 495	595 842	none
leader	126 484 155 495	595 842	none
stress	158 484 185 495	595 842	none
2011	56 495 80 506	595 842	none
ITD	74 506 112 521	595 842	none
+	56 521 63 532	595 842	none
Double	66 521 101 532	595 842	none
your	104 521 126 532	595 842	none
productivity:	129 521 190 532	595 842	none
The	193 521 211 532	595 842	none
Key	214 521 234 532	595 842	none
to	237 521 247 532	595 842	none
Personal	250 521 290 532	595 842	none
and	294 521 311 532	595 842	none
Leadership	314 521 367 532	595 842	none
Success	370 521 407 532	595 842	none
by	410 521 422 532	595 842	none
Brian	425 521 451 532	595 842	none
Tracy	454 521 481 532	595 842	none
SKILLS:	56 543 103 553	595 842	none
